battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,touch_screen,wifi,network_2G,network_3G,network_4G,network_5G,price_range,price
1413,0,0.9,1,13,0,38,0.6,231,6,13,1706,1999,1675,9,5,13,1,0,0,0,1,0,0,3558
953,1,2.3,1,3,0,35,0.8,135,7,10,890,1372,2171,8,7,4,1,1,0,0,1,0,1,11546
536,0,1.4,1,11,0,45,0.6,241,1,1,1927,1447,1179,18,2,2,0,1,0,1,0,0,0,4029
1839,0,2.2,0,5,1,61,0.2,101,7,11,1220,1875,3878,19,4,5,1,0,1,0,0,0,0,7255
1472,1,1.2,0,10,1,35,0.9,147,2,19,947,1484,3236,10,6,7,1,1,0,1,0,0,0,8087
1295,0,0.7,0,11,1,59,0.4,89,7,19,584,816,2782,11,0,6,1,0,1,0,0,0,0,4565
1472,0,3.0,1,9,0,49,1.0,145,7,12,814,1236,571,16,20,12,1,1,1,0,0,0,0,5002
1092,1,0.9,0,17,1,54,0.2,87,3,14,1620,1920,926,18,3,14,0,1,1,0,0,0,0,5241
1637,0,3.0,1,6,0,36,1.0,202,4,11,1307,1612,953,15,15,12,1,1,1,0,0,0,0,6145
1563,0,2.9,0,6,0,43,0.2,117,6,12,301,1757,1248,9,13,7,1,1,1,0,0,0,0,8538
1824,0,2.5,1,10,0,20,0.3,202,6,7,1155,667,1632,16,0,20,1,0,0,1,0,0,0,8756
723,0,2.1,0,3,0,9,0.1,141,3,15,1143,1242,3071,11,3,16,1,1,0,0,1,0,0,6146
817,0,1.9,1,19,1,40,0.7,235,7,2,1751,625,1518,7,9,14,0,1,0,1,0,0,0,6032
848,1,2.7,0,0,0,34,0.9,217,6,12,1159,1072,1383,11,10,11,0,0,0,0,1,0,0,6333
614,1,1.2,0,12,0,45,0.5,124,5,11,627,619,1162,16,6,2,0,0,0,0,1,0,1,10764
1197,1,1.7,0,17,1,62,0.9,144,4,18,572,1951,3181,19,3,14,1,0,0,0,0,1,2,46728
1846,1,2.0,1,8,1,29,0.6,146,2,1,528,1508,1308,7,0,7,0,1,0,0,1,0,1,11768
1563,1,1.5,0,8,1,38,0.7,216,3,0,33,1713,344,18,0,13,0,0,0,1,0,0,0,6103
539,1,1.6,0,8,0,49,0.9,212,1,7,531,1951,2678,10,16,18,0,0,0,0,0,1,2,37115
1812,0,1.3,0,9,1,26,0.4,185,1,8,1231,1059,3724,20,9,19,1,0,1,0,0,0,0,5982
1785,1,1.9,0,1,0,37,0.4,217,1,7,1993,1725,1842,12,4,9,1,0,1,0,0,0,0,3780
715,1,2.6,1,5,0,18,0.9,219,8,20,1697,1582,619,17,6,15,0,1,0,0,1,0,0,7471
1670,0,1.0,0,14,1,25,0.9,161,4,16,1322,1196,2450,19,7,6,1,1,1,0,0,0,0,2653
835,0,2.8,1,2,1,22,1.0,137,2,8,1545,722,569,10,1,3,1,1,1,0,0,0,0,2418
1691,1,2.2,1,10,1,3,0.9,228,6,5,1117,1534,803,14,8,12,1,0,0,0,0,1,2,41830
591,0,2.6,1,5,0,32,0.2,228,2,14,1437,1292,1051,15,3,4,0,0,0,1,0,0,0,3957
852,1,1.9,1,2,0,45,0.8,210,2,12,370,1313,3779,7,11,17,1,0,1,0,0,0,0,3976
1070,0,2.4,0,10,0,34,0.5,148,3,20,408,809,3202,16,10,17,1,1,1,0,0,0,0,3247
1315,1,0.5,1,14,0,31,1.0,168,4,11,1406,1511,1785,9,4,10,0,0,0,1,0,0,0,4555
1280,0,2.5,1,12,0,13,0.5,143,1,12,1464,1248,1765,13,11,14,1,0,0,0,0,1,3,98296
862,0,0.6,1,19,0,45,0.6,151,3,6,1901,1557,2404,12,20,11,1,1,0,0,0,1,3,74097
1056,1,2.7,1,9,1,13,0.6,96,6,17,1470,1518,362,20,3,18,0,1,1,0,0,0,0,7997
1868,1,3.0,0,5,0,52,0.4,152,2,13,1642,1863,1112,10,12,18,0,1,0,0,1,0,1,9769
1693,1,1.2,0,14,1,58,0.2,239,7,10,616,980,3240,20,0,11,1,1,0,1,0,0,0,3326
855,1,1.0,1,17,1,50,0.9,149,1,13,70,1073,546,13,17,9,1,1,0,0,0,1,2,43557
690,1,2.4,1,17,1,53,0.8,192,8,16,1966,1324,1628,6,3,8,1,0,1,0,0,0,0,7729
921,0,1.1,1,6,1,25,0.2,100,4,20,83,1616,872,17,3,15,0,0,0,0,0,1,3,132553
1199,1,2.7,0,14,1,25,0.8,214,5,1,208,1127,2012,15,7,19,0,0,1,0,0,0,0,7199
506,1,0.8,0,17,0,59,0.7,86,8,18,258,1656,2891,13,19,20,1,1,0,1,0,0,0,8543
632,0,0.8,0,17,0,61,0.5,190,2,15,1262,1343,1506,14,5,19,1,1,0,0,1,0,1,11854
1056,0,2.9,0,19,0,12,0.3,106,2,9,1325,1488,2899,17,3,15,1,1,0,1,0,0,0,8989
1325,1,2.2,0,8,0,14,0.9,87,2,7,1255,918,1232,14,3,11,1,1,0,0,0,1,2,40102
1260,0,2.6,1,1,1,28,0.7,107,2,20,931,1991,2292,10,10,2,0,0,0,0,0,1,2,46613
1554,0,1.3,0,7,1,9,0.6,126,1,4,281,1967,1867,20,8,10,1,0,0,0,0,1,3,74220
1034,1,2.2,0,19,1,11,0.6,165,4,6,393,529,2046,13,13,19,0,0,0,0,1,0,0,5949
925,0,2.0,1,1,0,9,0.2,89,8,12,417,797,3377,16,3,14,0,0,0,1,0,0,0,5367
1917,0,2.0,0,10,0,21,0.5,193,3,15,1229,1584,1123,8,12,18,0,0,1,0,0,0,0,3086
1171,1,2.2,0,6,0,9,0.3,112,1,4,1287,957,3273,9,5,17,1,0,0,1,0,0,0,5613
862,1,1.9,0,5,0,10,0.3,214,4,15,1334,803,3025,6,12,12,0,0,0,1,0,0,0,6163
1960,0,1.6,1,9,1,8,0.7,210,8,14,858,1457,413,7,2,10,0,0,0,0,1,0,1,12773
581,0,1.2,0,4,1,15,0.9,93,3,8,1929,839,583,5,6,8,1,1,0,1,0,0,0,3796
855,1,2.4,1,10,0,29,0.5,125,2,11,1720,947,3404,8,0,2,1,0,0,0,0,1,2,29435
1781,0,1.1,1,0,0,3,0.3,140,4,7,625,1825,3038,16,10,10,0,0,0,0,1,0,1,10925
1088,0,2.2,0,1,1,58,0.7,243,2,12,1102,1380,2936,6,1,11,1,1,0,0,0,1,2,42256
794,0,1.1,0,0,1,44,0.9,92,7,4,1892,1039,1733,16,4,17,0,1,0,0,0,1,3,114534
1747,1,2.1,0,18,1,9,0.8,95,4,13,1365,984,3637,19,13,19,1,0,0,1,0,0,0,4898
1569,0,2.4,0,1,1,14,0.9,212,6,15,1836,576,2630,20,12,15,0,0,1,0,0,0,0,7661
1636,0,1.0,1,20,0,22,0.6,117,5,10,561,1014,2811,6,15,12,0,1,0,1,0,0,0,5367
1756,1,0.6,0,19,1,48,0.8,117,2,19,831,1443,1125,5,14,5,1,1,1,0,0,0,0,7662
516,0,0.8,1,20,1,29,0.2,182,2,11,1118,1158,1386,14,2,20,1,1,0,0,1,0,1,16556
859,0,2.0,1,3,1,36,0.4,135,2,14,1793,591,496,16,5,14,1,0,0,0,1,0,1,12976
1746,1,2.6,1,11,1,24,0.5,142,6,11,940,965,2738,6,8,2,0,1,0,0,1,0,1,16660
1365,1,0.6,1,19,0,47,0.6,199,1,8,1374,965,3355,8,2,20,0,0,0,0,0,1,3,117845
1199,1,2.3,1,17,0,63,0.9,127,3,0,61,1563,3007,10,12,16,1,1,0,0,0,1,3,137783
947,1,1.4,0,0,0,16,0.9,184,2,2,1165,1189,3576,17,12,16,0,0,0,0,1,0,0,2620
1355,0,1.7,1,0,0,3,0.2,138,2,11,1865,1852,1643,16,6,12,1,1,0,1,0,0,0,4088
864,0,2.8,1,13,0,62,0.3,156,8,19,733,1808,2004,11,4,6,0,0,0,0,0,1,2,41502
1174,1,1.3,0,3,0,52,0.4,206,8,12,1891,1446,1812,11,7,11,0,1,0,0,0,1,3,102743
1507,1,1.7,0,4,1,13,0.4,134,1,5,1134,1053,3799,11,7,19,1,1,0,1,0,0,0,8557
1849,0,0.5,1,10,1,58,0.7,134,1,9,1639,1589,1946,19,6,8,1,0,0,0,0,1,3,137090
966,1,0.7,1,12,1,53,0.9,208,5,9,1550,608,1818,8,18,2,0,0,0,1,0,0,0,6342
913,0,1.1,0,15,1,37,1.0,215,4,15,781,1938,2892,16,6,4,0,0,1,0,0,0,0,4745
1978,1,0.6,1,12,0,4,0.7,206,2,0,1694,591,668,9,3,2,0,1,0,1,0,0,0,3211
1085,0,2.1,0,1,1,6,0.9,211,4,15,1180,1502,2214,18,9,18,0,1,1,0,0,0,0,5558
1756,1,1.6,0,15,0,4,0.6,164,7,3,538,867,824,20,12,16,1,1,0,0,0,1,2,49119
1747,1,1.9,1,5,1,58,0.3,194,1,5,596,1319,1910,15,3,6,1,1,1,0,0,0,0,6171
1493,0,0.9,0,13,1,48,0.6,137,1,18,8,922,3492,16,18,17,1,1,0,1,0,0,0,3905
1935,1,1.2,1,0,1,20,0.6,116,5,1,275,1071,3292,7,9,13,0,0,1,0,0,0,0,8642
1071,0,2.2,1,16,0,3,0.8,128,3,17,226,1361,1855,5,6,20,0,0,0,0,1,0,1,19026
834,0,2.9,1,10,1,45,0.3,146,6,9,185,1763,3375,18,4,15,0,1,0,1,0,0,0,2868
1745,0,0.6,0,18,0,38,0.4,98,6,3,590,934,3989,12,2,4,0,1,0,1,0,0,0,6036
536,0,2.7,1,2,0,55,0.4,208,6,0,1239,711,2787,14,1,20,1,0,1,0,0,0,0,3836
1488,0,1.9,0,10,1,18,1.0,108,1,14,432,1923,3485,15,10,2,1,1,0,0,0,1,2,53436
777,1,1.9,1,4,0,15,0.5,166,2,9,568,1025,2971,11,9,2,1,0,0,0,0,1,3,145723
1719,1,1.8,1,16,0,29,0.8,112,8,17,655,967,406,18,12,11,0,0,0,1,0,0,0,5954
1415,0,0.7,0,6,1,28,0.8,198,5,15,355,1693,2528,13,6,4,1,0,0,1,0,0,0,3067
983,1,0.7,1,9,1,55,0.3,248,3,12,842,1291,1539,18,9,14,1,0,1,0,0,0,0,7807
1765,0,2.0,1,10,1,11,0.6,230,7,14,391,1374,3714,14,3,7,1,0,0,1,0,0,0,7380
1847,1,1.4,0,2,1,4,0.9,212,6,1,578,709,511,8,19,12,1,1,0,1,0,0,0,5349
1230,1,2.8,0,19,1,37,0.5,150,5,19,1298,755,2364,16,15,7,0,0,0,0,0,1,3,75190
691,1,1.5,0,9,1,39,1.0,213,8,3,1517,572,2051,19,19,4,0,1,0,1,0,0,0,2275
1540,1,0.9,1,9,0,57,0.3,101,8,0,1640,646,2699,16,5,17,1,0,1,0,0,0,0,2182
1023,0,2.3,0,13,1,64,0.2,156,1,6,1474,1863,1676,9,8,10,1,1,0,1,0,0,0,6139
1417,0,1.2,0,11,1,26,0.9,83,6,10,419,816,1441,9,12,9,1,0,0,1,0,0,0,8883
900,1,1.8,1,14,0,23,0.9,151,3,9,1723,1105,2683,17,6,4,1,1,0,1,0,0,0,5299
1385,1,2.2,0,9,1,49,1.0,244,7,0,163,1074,3770,11,17,6,1,1,0,0,1,0,1,17163
1204,0,2.8,1,9,0,40,0.7,238,4,10,778,1677,604,17,13,15,0,0,0,1,0,0,0,4569
521,1,2.5,1,18,1,48,0.9,244,8,9,1586,1778,2334,13,4,6,1,0,1,0,0,0,0,6472
973,0,2.2,0,0,1,31,0.8,207,8,13,637,1874,2374,12,12,20,1,0,0,0,0,1,3,76356
1643,0,2.2,1,9,0,22,0.9,124,7,13,1615,1046,652,11,7,6,1,1,0,0,0,1,2,38993
709,0,2.9,0,1,1,31,0.6,215,8,6,1206,1334,3765,18,14,3,0,0,0,0,1,0,1,16930
805,1,1.2,0,16,0,29,0.4,247,3,10,1333,811,2305,5,18,8,0,0,1,0,0,0,0,4063
1793,0,0.5,0,6,1,32,0.9,172,7,3,16,1307,3232,16,8,2,0,1,0,0,0,1,3,128810
1203,1,1.2,0,6,1,58,0.5,84,2,1,445,1264,2865,14,5,19,0,0,0,0,0,1,2,42148
1186,0,1.0,1,19,0,53,0.6,235,6,6,169,633,1414,17,13,11,0,0,0,1,0,0,0,5818
784,1,2.2,1,8,1,27,0.5,183,6,18,1303,1447,401,10,9,7,1,1,0,1,0,0,0,4837
1215,1,2.1,0,1,1,44,0.6,160,4,13,1936,1652,2482,14,8,8,1,0,0,1,0,0,0,4256
1262,1,2.0,0,13,0,23,0.5,166,7,18,1839,935,519,19,16,13,0,1,0,0,1,0,0,7362
1750,0,0.5,1,16,1,22,0.1,216,4,6,339,1803,1590,19,12,19,0,0,0,1,0,0,0,5545
1447,0,2.3,0,0,0,2,0.9,209,7,11,725,857,459,13,16,12,0,1,1,0,0,0,0,8969
880,1,1.3,1,8,1,38,0.5,142,6,2,1733,1429,2090,17,18,20,1,1,0,0,1,0,1,9545
959,1,2.2,0,19,0,14,0.6,130,2,14,1542,1382,3002,11,12,5,0,0,0,0,0,1,2,48998
1530,1,1.9,1,20,1,22,0.2,195,8,4,1933,751,3357,5,8,20,0,1,0,0,0,1,2,41446
528,0,1.4,1,18,0,47,0.1,192,7,7,1034,634,2362,13,0,14,0,0,1,0,0,0,0,5183
1406,0,0.8,1,3,0,10,0.3,110,4,13,1547,1022,3336,7,0,20,1,1,1,0,0,0,0,2151
1556,0,0.7,0,7,1,18,0.7,86,1,3,1645,1303,1243,18,4,3,0,1,0,0,0,1,2,38283
1378,0,2.6,0,12,1,48,0.2,237,8,6,132,1159,1603,13,7,10,1,0,1,0,0,0,0,4718
578,1,2.8,0,3,0,22,0.9,82,6,6,900,818,2470,8,17,9,1,0,1,0,0,0,0,7082
1446,1,2.1,0,8,1,32,0.3,130,3,17,639,579,1616,19,3,15,1,0,1,0,0,0,0,3804
958,0,0.8,0,8,0,40,0.3,135,3,13,1171,1714,3210,13,0,10,1,1,0,1,0,0,0,2662
1069,0,1.5,1,17,1,60,0.3,152,8,7,1589,1976,3706,17,14,14,1,0,0,0,0,1,3,65316
1953,1,2.3,1,11,1,55,0.1,89,2,11,822,1867,3201,19,19,19,0,1,1,0,0,0,0,8313
1237,0,2.4,1,9,0,23,0.8,140,1,9,953,1553,3094,12,3,7,1,1,1,0,0,0,0,7994
1808,0,0.8,1,10,0,13,0.9,129,4,13,78,913,1982,20,8,4,1,0,0,1,0,0,0,8640
1015,0,0.5,1,6,1,56,0.7,201,7,8,345,867,2545,11,19,11,1,1,0,0,0,1,2,26244
1622,0,2.3,1,8,1,7,0.3,80,6,5,608,1506,2236,8,9,11,0,0,0,0,1,0,1,16750
896,0,1.4,1,5,1,54,0.4,117,3,4,1272,1492,1945,13,14,11,1,1,0,0,0,1,2,39088
538,0,1.1,0,18,1,17,0.5,158,3,0,638,1095,1163,8,2,10,1,0,0,0,0,1,3,117805
1794,1,0.5,1,15,1,27,1.0,168,3,0,1565,1517,1439,5,1,13,1,1,0,0,0,1,2,49227
1386,0,1.9,0,14,0,6,0.3,161,3,19,1047,1200,3080,10,4,9,0,1,0,1,0,0,0,8498
1296,0,2.6,1,6,1,10,0.8,146,5,16,1494,1544,1514,8,0,10,1,0,0,0,0,1,3,132066
656,1,2.9,1,15,1,47,0.5,96,2,10,1224,1048,1732,14,10,18,1,1,0,0,1,0,0,5457
1598,1,1.9,0,4,0,41,0.4,206,4,11,130,745,454,7,11,9,1,1,1,0,0,0,0,6451
1383,1,1.8,1,15,0,15,0.5,191,6,2,1657,782,1756,16,2,19,1,1,0,0,0,1,2,29549
1653,0,0.7,0,0,0,45,0.2,215,6,5,355,1113,1312,9,15,18,1,1,0,1,0,0,0,5821
1473,1,1.9,1,18,1,64,0.8,139,6,10,943,1430,2711,20,13,7,1,1,0,0,0,1,3,124092
1607,0,1.4,0,4,0,43,0.3,119,4,12,1862,1305,1368,7,11,11,1,0,0,0,0,1,2,23029
1545,0,2.0,1,6,0,31,0.8,168,2,10,149,731,3934,15,19,2,0,0,0,0,1,0,1,14844
1982,0,1.5,0,18,0,53,0.2,120,8,7,1549,815,2524,13,15,2,0,1,0,0,1,0,1,10535
1348,1,1.1,0,4,0,53,1.0,219,8,9,1327,1337,3396,16,20,10,0,0,0,1,0,0,0,4876
1905,1,0.7,1,16,1,27,0.3,194,1,1,1564,1859,3621,10,7,4,1,0,0,1,0,0,0,7460
1247,1,1.3,1,7,1,54,0.9,179,7,13,49,910,1516,19,16,7,0,1,0,1,0,0,0,5507
1963,1,0.7,0,0,1,46,0.8,196,8,15,463,744,1439,7,16,8,1,0,0,1,0,0,0,3389
1488,1,0.9,1,1,0,30,1.0,168,7,16,1263,886,2111,9,6,10,0,1,0,1,0,0,0,3658
520,0,3.0,0,14,0,20,0.5,172,2,10,1505,1188,3143,12,14,6,0,0,1,0,0,0,0,4465
802,0,1.6,1,19,0,48,0.8,218,3,1,1929,857,3091,18,8,17,1,1,1,0,0,0,0,5060
1368,0,1.8,0,17,0,9,0.4,139,7,4,454,1521,1569,20,3,3,1,1,0,1,0,0,0,2092
583,0,2.7,1,10,0,24,0.3,147,3,15,1306,1113,2158,12,7,4,1,1,0,1,0,0,0,2989
1976,1,3.0,0,9,0,54,0.5,157,2,15,334,1297,2857,10,9,4,1,1,1,0,0,0,0,7134
1910,1,2.0,1,3,1,43,0.2,125,2,1,1375,521,833,9,14,11,1,0,0,0,1,0,0,3363
1780,0,2.5,0,4,1,36,1.0,117,4,15,667,518,2836,19,17,4,0,0,1,0,0,0,0,4112
1069,1,1.3,0,3,0,32,0.2,96,4,4,1672,1810,590,9,13,16,1,1,0,1,0,0,0,7327
1433,1,1.3,1,12,1,54,0.6,145,5,7,326,775,1276,5,4,15,0,0,0,0,1,0,1,14292
1685,0,1.5,1,12,0,36,0.7,115,6,19,1015,1158,3909,20,8,5,0,1,0,1,0,0,0,6011
1686,0,2.2,0,17,0,33,0.6,153,5,13,335,1397,3829,6,12,11,1,1,0,0,0,1,2,24760
1508,1,2.2,0,1,1,59,0.7,86,6,9,665,1051,2549,19,18,12,0,0,0,0,1,0,1,12206
1292,1,1.3,0,15,0,6,0.2,95,3,1,994,1178,1602,16,10,12,0,1,0,1,0,0,0,7604
1291,0,0.8,0,0,1,17,0.6,93,5,2,80,1102,2218,15,11,9,1,1,1,0,0,0,0,6579
1794,0,2.1,1,18,0,18,0.4,159,5,17,86,1595,866,8,2,10,1,0,0,1,0,0,0,6071
991,0,0.8,0,8,0,33,0.9,104,1,20,1799,864,584,10,1,9,0,1,1,0,0,0,0,6004
707,1,1.9,0,2,1,39,0.8,184,2,1,257,1294,802,15,14,13,0,1,0,0,1,0,1,15250
1583,0,2.2,0,6,0,59,1.0,83,4,20,990,1858,594,11,4,18,0,0,1,0,0,0,0,8328
929,0,2.3,1,9,0,33,0.1,236,5,8,184,1151,3498,5,6,16,1,0,0,0,1,0,0,4537
1484,1,2.4,0,0,0,53,0.4,206,4,1,1715,1089,3437,20,3,20,1,1,0,1,0,0,0,4181
1832,1,2.7,1,9,1,21,0.3,135,6,6,697,698,3297,12,4,7,1,0,1,0,0,0,0,5768
1019,1,1.7,1,20,0,49,0.1,85,5,6,122,516,1062,16,15,6,0,0,0,0,1,0,1,17406
1090,1,2.3,1,8,0,57,0.3,208,6,13,1912,717,1289,5,14,9,1,0,0,0,1,0,1,11767
1550,1,2.0,1,14,0,3,0.7,246,8,4,1119,1240,3529,13,15,19,1,0,0,0,1,0,1,13374
698,0,1.0,1,14,1,21,0.3,208,8,7,604,1149,3584,19,3,16,0,0,0,0,0,1,2,45674
886,0,0.6,1,2,1,48,0.6,194,5,17,514,646,3589,8,5,4,0,0,0,0,1,0,0,6182
848,1,1.2,1,4,1,19,0.9,136,8,5,903,1733,2996,16,17,15,0,1,0,1,0,0,0,6043
1459,1,1.6,0,8,1,2,0.7,144,7,13,1466,1169,685,19,2,16,1,1,0,1,0,0,0,8964
1192,1,2.0,0,8,1,59,0.5,144,3,17,1537,1937,1786,11,4,14,1,0,0,1,0,0,0,8751
877,1,2.6,1,6,0,30,0.4,182,1,16,1981,1164,3393,15,1,10,1,0,0,0,1,0,0,5106
1398,1,1.0,0,11,1,30,0.5,100,6,8,1394,1355,1061,18,15,18,1,0,0,1,0,0,0,4372
1415,0,0.8,0,8,1,20,0.3,237,2,12,304,829,1952,10,5,20,1,1,0,0,1,0,1,13509
1026,0,2.9,1,5,0,45,0.7,112,2,15,1380,1394,3906,19,14,5,1,1,0,0,1,0,0,5667
1676,0,0.8,0,1,1,41,0.4,101,3,20,1171,1875,2915,17,17,11,1,1,0,0,1,0,1,15011
1233,0,1.7,1,8,0,7,0.9,189,8,9,1308,1686,1868,13,5,4,0,1,0,0,0,1,3,99454
705,1,2.0,0,16,1,45,0.8,83,3,9,656,600,2338,20,12,20,1,0,1,0,0,0,0,8263
954,0,1.9,1,0,0,40,0.6,219,8,3,1865,826,2254,18,12,10,1,0,0,1,0,0,0,6047
1796,1,0.7,1,18,0,51,0.4,153,7,11,1896,826,812,6,0,6,0,0,0,0,0,1,2,52551
1759,1,0.6,0,5,1,55,0.3,198,2,7,1941,1678,1941,19,15,15,0,0,0,1,0,0,0,6319
1020,1,0.8,0,4,1,47,0.8,172,6,14,261,509,746,19,3,8,0,0,0,0,0,1,3,89648
1516,0,2.0,1,1,0,9,0.5,144,2,20,1597,852,1859,15,16,7,0,1,1,0,0,0,0,2819
1455,1,1.9,1,8,0,25,0.3,144,1,18,490,682,509,11,17,9,1,0,1,0,0,0,0,3583
1225,0,1.1,1,13,0,21,0.3,89,5,14,737,954,272,15,15,3,1,1,1,0,0,0,0,8999
1513,0,2.1,0,3,0,55,0.2,225,8,7,1054,505,516,9,0,15,0,0,1,0,0,0,0,5222
1000,1,2.6,0,3,0,15,0.8,126,1,7,701,1856,2104,17,5,8,0,0,0,0,1,0,0,6993
616,1,0.6,0,20,0,6,0.3,145,7,18,886,1856,1535,11,10,4,1,1,0,1,0,0,0,6431
885,1,1.7,0,14,0,42,0.6,128,7,8,1291,1781,3031,5,5,7,0,1,0,1,0,0,0,2843
1867,0,2.2,1,7,1,41,0.5,101,8,16,11,710,2142,15,16,15,0,0,0,1,0,0,0,6291
1083,1,1.1,1,3,0,35,0.6,165,8,7,1214,550,1703,15,3,13,1,1,0,0,1,0,1,9949
894,0,1.3,1,15,1,61,0.9,105,2,11,1423,1968,756,14,13,19,0,1,0,1,0,0,0,5403
1587,1,2.0,1,20,1,17,0.9,216,5,14,1560,1509,1271,13,13,13,1,1,1,0,0,0,0,4791
1220,1,2.7,0,3,0,46,0.5,228,2,3,1941,876,2589,5,19,8,0,0,0,1,0,0,0,7702
571,0,2.5,1,15,0,8,0.1,174,1,5,90,1139,2310,18,7,6,1,0,0,1,0,0,0,8084
773,0,2.0,1,11,1,17,0.5,186,1,15,599,1269,3824,9,1,13,0,0,0,0,0,1,3,92968
1843,0,2.3,0,15,0,8,0.6,213,8,4,1867,1574,1478,18,4,10,1,1,0,0,1,0,0,8625
837,0,1.4,0,18,0,28,0.6,93,6,12,1524,653,3930,12,3,12,1,1,1,0,0,0,0,6164
1889,0,2.1,1,7,1,15,0.7,240,6,14,1809,1081,2962,5,9,5,0,0,1,0,0,0,0,8548
1106,0,1.7,0,5,1,15,0.2,150,1,16,300,1287,3240,11,19,15,0,0,1,0,0,0,0,6952
665,1,1.0,1,9,1,45,0.7,231,5,19,1134,1290,2295,6,20,13,0,1,0,1,0,0,0,6246
510,1,2.3,0,4,0,34,0.3,154,8,4,79,1833,3745,11,2,19,0,0,1,0,0,0,0,5290
1824,0,1.9,0,17,0,34,0.8,199,7,18,835,1922,1941,11,15,8,0,0,1,0,0,0,0,2778
1228,1,1.4,1,9,1,45,0.4,191,6,6,651,633,2355,13,9,2,1,1,0,0,0,1,3,138727
1300,0,2.8,0,9,0,21,0.7,130,6,2,432,719,2546,10,14,14,1,1,0,1,0,0,0,3116
601,1,0.6,1,6,1,54,0.1,209,4,12,416,662,1498,8,3,17,1,0,0,0,0,1,2,48641
1948,1,1.3,0,17,0,48,0.5,222,4,13,1237,1470,2821,11,0,6,1,1,0,0,1,0,1,13638
1915,0,0.6,0,0,1,37,0.7,242,6,15,1470,1147,3273,11,14,20,0,1,0,1,0,0,0,8770
1278,0,2.4,0,6,0,8,0.3,115,2,12,17,1068,364,8,9,10,1,0,0,0,0,1,2,24445
713,0,2.3,0,20,1,33,0.8,197,5,1,1077,1445,3678,6,19,10,1,1,0,0,1,0,0,8968
1611,1,1.3,0,0,0,49,0.7,246,3,13,1903,1188,1176,17,17,13,1,1,0,0,0,1,3,63431
900,0,2.2,1,14,0,4,0.6,83,6,19,1632,614,321,15,15,19,0,0,0,0,1,0,1,12241
1087,1,1.5,0,3,1,40,0.4,85,4,6,1818,1995,3337,13,20,11,0,1,1,0,0,0,0,4748
1388,0,2.4,1,19,0,30,0.5,237,5,4,745,1672,457,18,8,18,1,1,1,0,0,0,0,3320
1569,1,1.6,0,9,0,25,0.6,189,5,13,239,1764,2073,12,18,20,0,0,0,1,0,0,0,2986
1986,1,1.5,1,8,1,23,0.5,178,4,8,845,622,3204,9,16,12,1,1,0,0,0,1,2,41094
1091,0,2.8,0,1,0,7,0.7,201,8,9,1944,1303,469,18,9,17,0,0,0,0,0,1,3,134359
1833,1,1.1,1,13,0,49,0.5,196,5,6,417,1338,2371,9,18,9,0,0,0,0,1,0,0,7185
1609,1,0.8,1,15,0,25,0.3,175,8,13,855,1592,3062,5,7,16,0,1,0,1,0,0,0,5970
591,0,2.0,0,0,1,41,0.3,146,5,13,1509,1325,3169,15,18,12,1,0,1,0,0,0,0,4568
1172,1,2.9,0,1,1,24,0.1,199,4,1,1467,562,582,13,4,8,0,0,0,0,0,1,3,125083
1213,0,1.4,0,6,1,55,0.4,94,1,16,1589,1232,1329,15,1,3,1,1,0,0,1,0,1,11502
1435,0,0.7,1,9,1,39,0.8,96,6,19,598,1539,1296,18,14,20,0,0,1,0,0,0,0,4537
741,0,1.3,1,19,1,11,0.8,97,2,3,1796,1913,778,14,16,10,1,0,1,0,0,0,0,6290
501,0,1.8,0,0,0,17,0.3,194,8,12,1771,1089,3633,15,9,19,1,1,1,0,0,0,0,3631
724,1,0.9,0,12,0,12,1.0,226,3,17,1146,1447,3719,12,20,14,1,0,0,0,1,0,1,10841
1300,1,2.1,1,0,1,33,0.6,155,2,2,419,1781,1243,9,20,2,1,0,0,0,1,0,0,8029
1088,1,3.0,1,4,0,46,0.9,167,1,18,1589,716,3451,14,1,20,1,1,1,0,0,0,0,2465
615,0,1.6,0,15,0,62,0.7,231,7,4,215,978,1259,10,8,14,1,1,0,0,1,0,1,18483
1417,1,1.4,1,14,0,7,0.8,170,1,0,1443,1637,759,16,1,15,0,0,1,0,0,0,0,8593
1626,1,1.5,0,16,0,25,0.2,127,5,8,708,1903,1504,14,17,18,1,0,1,0,0,0,0,6889
693,0,0.8,0,15,1,34,0.3,237,2,7,550,1476,1011,15,11,2,0,0,1,0,0,0,0,3457
1689,0,2.7,0,12,1,54,0.1,94,8,2,965,736,1597,20,14,6,1,1,0,0,1,0,0,4304
1370,1,1.5,1,10,0,52,0.7,202,8,1,1900,975,2776,14,20,15,1,0,0,1,0,0,0,8645
589,0,1.5,1,16,0,13,0.4,206,1,0,1251,1097,2123,20,19,19,0,1,0,1,0,0,0,5792
621,0,2.1,1,16,1,57,0.8,177,2,11,1260,628,2170,12,5,14,1,0,0,0,1,0,1,16780
642,0,1.6,1,1,0,28,0.4,234,1,12,1667,1009,3161,10,17,13,0,0,0,0,0,1,2,44531
1493,0,2.1,0,12,0,39,0.8,163,3,9,1353,664,2844,14,12,16,1,1,0,0,1,0,0,5308
